time,jst,open,high,low,close,volume
2022-01-31 22:00:00+00:00,2022-02-01 07:00:00+09:00,35048.5,35077.0,35038.5,35045.0,751
2022-01-31 22:30:00+00:00,2022-02-01 07:30:00+09:00,35048.0,35062.0,35024.5,35058.1,518
2022-01-31 23:00:00+00:00,2022-02-01 08:00:00+09:00,35059.1,35073.5,35053.5,35066.3,901
2022-01-31 23:30:00+00:00,2022-02-01 08:30:00+09:00,35066.8,35082.0,35051.7,35070.5,639
2022-02-01 00:00:00+00:00,2022-02-01 09:00:00+09:00,35071.0,35072.5,35009.5,35025.5,674
2022-02-01 00:30:00+00:00,2022-02-01 09:30:00+09:00,35026.0,35035.0,34963.0,34974.5,1162
2022-02-01 01:00:00+00:00,2022-02-01 10:00:00+09:00,34974.0,35004.6,34958.0,34998.6,770
2022-02-01 01:30:00+00:00,2022-02-01 10:30:00+09:00,34997.6,35006.5,34970.1,34992.7,685
2022-02-01 02:00:00+00:00,2022-02-01 11:00:00+09:00,34993.2,35045.5,34982.7,35030.0,617
2022-02-01 02:30:00+00:00,2022-02-01 11:30:00+09:00,35030.5,35058.0,35011.5,35055.5,729
2022-02-01 03:00:00+00:00,2022-02-01 12:00:00+09:00,35055.0,35061.2,35026.0,35054.7,620
2022-02-01 03:30:00+00:00,2022-02-01 12:30:00+09:00,35054.2,35059.1,35033.1,35059.1,559
2022-02-01 04:00:00+00:00,2022-02-01 13:00:00+09:00,35057.1,35072.0,35042.7,35052.4,524
2022-02-01 04:30:00+00:00,2022-02-01 13:30:00+09:00,35052.9,35082.1,35049.1,35071.0,474
2022-02-01 05:00:00+00:00,2022-02-01 14:00:00+09:00,35067.0,35090.5,35036.2,35038.3,703
2022-02-01 05:30:00+00:00,2022-02-01 14:30:00+09:00,35038.8,35066.0,35035.0,35065.0,599
2022-02-01 06:00:00+00:00,2022-02-01 15:00:00+09:00,35064.1,35135.6,35051.6,35113.6,1536
2022-02-01 06:30:00+00:00,2022-02-01 15:30:00+09:00,35112.6,35129.6,35080.6,35101.6,1535
2022-02-01 07:00:00+00:00,2022-02-01 16:00:00+09:00,35099.6,35219.6,35087.6,35186.6,3330
2022-02-01 07:30:00+00:00,2022-02-01 16:30:00+09:00,35187.1,35202.6,35140.1,35174.1,2294
2022-02-01 08:00:00+00:00,2022-02-01 17:00:00+09:00,35167.6,35169.6,35013.6,35014.6,2920
2022-02-01 08:30:00+00:00,2022-02-01 17:30:00+09:00,35008.6,35058.1,34971.7,35039.7,2954
2022-02-01 09:00:00+00:00,2022-02-01 18:00:00+09:00,35038.7,35086.6,35029.6,35049.6,2561
2022-02-01 09:30:00+00:00,2022-02-01 18:30:00+09:00,35049.1,35089.1,35024.7,35045.2,2300
2022-02-01 10:00:00+00:00,2022-02-01 19:00:00+09:00,35043.2,35125.6,35035.6,35075.1,2251
2022-02-01 10:30:00+00:00,2022-02-01 19:30:00+09:00,35075.6,35095.7,35058.1,35061.1,1986
2022-02-01 11:00:00+00:00,2022-02-01 20:00:00+09:00,35062.6,35069.1,35035.6,35065.1,1827
2022-02-01 11:30:00+00:00,2022-02-01 20:30:00+09:00,35064.6,35107.7,35059.6,35082.2,1582
2022-02-01 12:00:00+00:00,2022-02-01 21:00:00+09:00,35082.7,35140.6,35077.1,35123.6,1659
2022-02-01 12:30:00+00:00,2022-02-01 21:30:00+09:00,35124.6,35160.6,35089.7,35155.6,1861
2022-02-01 13:00:00+00:00,2022-02-01 22:00:00+09:00,35156.5,35200.1,35123.1,35184.1,2582
2022-02-01 13:30:00+00:00,2022-02-01 22:30:00+09:00,35182.5,35229.6,35075.1,35160.2,6794
2022-02-01 14:00:00+00:00,2022-02-01 23:00:00+09:00,35160.5,35163.1,34985.6,35070.1,6827
2022-02-01 14:30:00+00:00,2022-02-01 23:30:00+09:00,35073.1,35172.6,35041.6,35171.6,6270
2022-02-01 15:00:00+00:00,2022-02-02 00:00:00+09:00,35168.1,35195.6,35104.1,35129.1,5735
2022-02-01 15:30:00+00:00,2022-02-02 00:30:00+09:00,35127.6,35176.1,35058.6,35157.7,5091
2022-02-01 16:00:00+00:00,2022-02-02 01:00:00+09:00,35157.6,35174.1,35097.6,35136.1,4730
2022-02-01 16:30:00+00:00,2022-02-02 01:30:00+09:00,35137.1,35156.2,35073.2,35153.2,4799
2022-02-01 17:00:00+00:00,2022-02-02 02:00:00+09:00,35152.2,35154.2,35097.1,35143.7,3393
2022-02-01 17:30:00+00:00,2022-02-02 02:30:00+09:00,35144.2,35191.7,35115.2,35180.2,4094
2022-02-01 18:00:00+00:00,2022-02-02 03:00:00+09:00,35182.2,35214.7,35149.6,35182.2,4743
2022-02-01 18:30:00+00:00,2022-02-02 03:30:00+09:00,35181.2,35212.7,35166.2,35205.2,4669
2022-02-01 19:00:00+00:00,2022-02-02 04:00:00+09:00,35204.7,35351.2,35194.1,35340.2,4582
2022-02-01 19:30:00+00:00,2022-02-02 04:30:00+09:00,35340.7,35435.1,35303.7,35384.6,4965
2022-02-01 20:00:00+00:00,2022-02-02 05:00:00+09:00,35386.6,35414.1,35311.6,35373.9,2352
2022-02-01 20:30:00+00:00,2022-02-02 05:30:00+09:00,35371.9,35401.9,35355.4,35357.9,935
2022-02-01 22:00:00+00:00,2022-02-02 07:00:00+09:00,35341.6,35376.1,35320.1,35372.6,847
2022-02-01 22:30:00+00:00,2022-02-02 07:30:00+09:00,35372.1,35375.2,35349.6,35362.3,520
2022-02-01 23:00:00+00:00,2022-02-02 08:00:00+09:00,35362.8,35404.6,35360.1,35402.6,1359
2022-02-01 23:30:00+00:00,2022-02-02 08:30:00+09:00,35400.6,35404.1,35386.8,35391.4,792
2022-02-02 00:00:00+00:00,2022-02-02 09:00:00+09:00,35389.9,35406.1,35374.6,35382.9,681
2022-02-02 00:30:00+00:00,2022-02-02 09:30:00+09:00,35382.4,35387.8,35370.7,35381.0,630
2022-02-02 01:00:00+00:00,2022-02-02 10:00:00+09:00,35380.5,35398.0,35357.6,35371.4,699
2022-02-02 01:30:00+00:00,2022-02-02 10:30:00+09:00,35371.9,35373.2,35360.9,35372.0,416
2022-02-02 02:00:00+00:00,2022-02-02 11:00:00+09:00,35371.5,35376.5,35363.5,35372.0,342
2022-02-02 02:30:00+00:00,2022-02-02 11:30:00+09:00,35371.5,35383.4,35368.4,35381.5,528
2022-02-02 03:00:00+00:00,2022-02-02 12:00:00+09:00,35381.0,35396.5,35380.0,35385.0,399
2022-02-02 03:30:00+00:00,2022-02-02 12:30:00+09:00,35385.5,35396.0,35381.5,35392.5,371
2022-02-02 04:00:00+00:00,2022-02-02 13:00:00+09:00,35393.5,35404.4,35389.5,35401.5,465
2022-02-02 04:30:00+00:00,2022-02-02 13:30:00+09:00,35401.0,35441.6,35397.5,35411.0,564
2022-02-02 05:00:00+00:00,2022-02-02 14:00:00+09:00,35412.5,35440.0,35408.9,35439.9,638
2022-02-02 05:30:00+00:00,2022-02-02 14:30:00+09:00,35439.4,35455.7,35382.6,35401.6,945
2022-02-02 06:00:00+00:00,2022-02-02 15:00:00+09:00,35401.1,35412.2,35374.1,35408.2,1221
2022-02-02 06:30:00+00:00,2022-02-02 15:30:00+09:00,35407.2,35423.2,35376.2,35388.3,1255
2022-02-02 07:00:00+00:00,2022-02-02 16:00:00+09:00,35389.8,35393.1,35355.1,35361.2,2641
2022-02-02 07:30:00+00:00,2022-02-02 16:30:00+09:00,35360.2,35379.2,35323.7,35342.2,2233
2022-02-02 08:00:00+00:00,2022-02-02 17:00:00+09:00,35343.2,35429.6,35339.1,35397.7,2114
2022-02-02 08:30:00+00:00,2022-02-02 17:30:00+09:00,35396.7,35463.2,35386.2,35451.2,1747
2022-02-02 09:00:00+00:00,2022-02-02 18:00:00+09:00,35452.2,35453.2,35422.1,35445.2,1694
2022-02-02 09:30:00+00:00,2022-02-02 18:30:00+09:00,35444.2,35470.2,35438.3,35447.3,1620
2022-02-02 10:00:00+00:00,2022-02-02 19:00:00+09:00,35446.8,35451.2,35420.2,35426.3,1402
2022-02-02 10:30:00+00:00,2022-02-02 19:30:00+09:00,35424.4,35446.2,35423.2,35442.4,1312
2022-02-02 11:00:00+00:00,2022-02-02 20:00:00+09:00,35441.4,35461.2,35419.7,35434.2,1454
2022-02-02 11:30:00+00:00,2022-02-02 20:30:00+09:00,35433.2,35484.2,35411.3,35473.7,1521
2022-02-02 12:00:00+00:00,2022-02-02 21:00:00+09:00,35471.7,35476.1,35423.2,35433.3,2082
2022-02-02 12:30:00+00:00,2022-02-02 21:30:00+09:00,35433.8,35461.2,35402.7,35404.2,1862
2022-02-02 13:00:00+00:00,2022-02-02 22:00:00+09:00,35404.1,35422.1,35355.2,35365.7,2414
2022-02-02 13:30:00+00:00,2022-02-02 22:30:00+09:00,35368.2,35498.1,35333.6,35357.7,6479
2022-02-02 14:00:00+00:00,2022-02-02 23:00:00+09:00,35361.7,35430.6,35315.2,35325.2,6398
2022-02-02 14:30:00+00:00,2022-02-02 23:30:00+09:00,35327.2,35446.7,35289.2,35411.2,6237
2022-02-02 15:00:00+00:00,2022-02-03 00:00:00+09:00,35411.7,35422.6,35331.6,35375.2,5921
2022-02-02 15:30:00+00:00,2022-02-03 00:30:00+09:00,35374.2,35414.7,35328.2,35389.3,5358
2022-02-02 16:00:00+00:00,2022-02-03 01:00:00+09:00,35390.7,35502.2,35373.2,35460.8,4522
2022-02-02 16:30:00+00:00,2022-02-03 01:30:00+09:00,35461.8,35556.4,35442.2,35554.9,4100
2022-02-02 17:00:00+00:00,2022-02-03 02:00:00+09:00,35553.4,35564.3,35455.7,35483.2,4175
2022-02-02 17:30:00+00:00,2022-02-03 02:30:00+09:00,35482.7,35553.3,35479.2,35546.9,4104
2022-02-02 18:00:00+00:00,2022-02-03 03:00:00+09:00,35547.3,35582.7,35520.7,35557.2,4644
2022-02-02 18:30:00+00:00,2022-02-03 03:30:00+09:00,35558.2,35635.3,35557.2,35600.3,4699
2022-02-02 19:00:00+00:00,2022-02-03 04:00:00+09:00,35601.2,35659.1,35583.2,35628.7,5017
2022-02-02 19:30:00+00:00,2022-02-03 04:30:00+09:00,35629.7,35673.7,35601.2,35610.2,5797
2022-02-02 20:00:00+00:00,2022-02-03 05:00:00+09:00,35610.1,35682.5,35551.1,35681.0,3528
2022-02-02 20:30:00+00:00,2022-02-03 05:30:00+09:00,35678.5,35707.0,35649.0,35688.0,1540
2022-02-02 22:00:00+00:00,2022-02-03 07:00:00+09:00,35686.1,35687.1,35626.6,35629.1,1011
2022-02-02 22:30:00+00:00,2022-02-03 07:30:00+09:00,35628.6,35630.6,35572.1,35578.1,1103
2022-02-02 23:00:00+00:00,2022-02-03 08:00:00+09:00,35577.1,35615.6,35573.6,35600.1,1493
2022-02-02 23:30:00+00:00,2022-02-03 08:30:00+09:00,35599.6,35613.1,35573.6,35578.1,1461
2022-02-03 00:00:00+00:00,2022-02-03 09:00:00+09:00,35578.6,35605.1,35564.1,35570.6,1333
2022-02-03 00:30:00+00:00,2022-02-03 09:30:00+09:00,35570.1,35592.2,35558.2,35561.1,1117
2022-02-03 01:00:00+00:00,2022-02-03 10:00:00+09:00,35559.6,35568.7,35550.2,35564.1,996
2022-02-03 01:30:00+00:00,2022-02-03 10:30:00+09:00,35564.6,35579.5,35559.3,35575.4,765
2022-02-03 02:00:00+00:00,2022-02-03 11:00:00+09:00,35575.9,35593.4,35572.4,35583.5,519
2022-02-03 02:30:00+00:00,2022-02-03 11:30:00+09:00,35582.0,35611.1,35573.9,35603.6,702
2022-02-03 03:00:00+00:00,2022-02-03 12:00:00+09:00,35604.1,35608.1,35595.5,35595.5,577
2022-02-03 03:30:00+00:00,2022-02-03 12:30:00+09:00,35595.0,35604.5,35592.5,35600.5,486
2022-02-03 04:00:00+00:00,2022-02-03 13:00:00+09:00,35601.5,35609.5,35597.9,35600.0,471
2022-02-03 04:30:00+00:00,2022-02-03 13:30:00+09:00,35599.5,35606.5,35589.5,35597.4,443
2022-02-03 05:00:00+00:00,2022-02-03 14:00:00+09:00,35598.4,35598.4,35574.4,35579.3,690
2022-02-03 05:30:00+00:00,2022-02-03 14:30:00+09:00,35579.8,35588.2,35568.2,35570.0,592
2022-02-03 06:00:00+00:00,2022-02-03 15:00:00+09:00,35571.5,35602.4,35565.5,35574.5,1279
2022-02-03 06:30:00+00:00,2022-02-03 15:30:00+09:00,35574.0,35603.4,35566.7,35599.2,1115
2022-02-03 07:00:00+00:00,2022-02-03 16:00:00+09:00,35596.7,35602.2,35560.7,35564.2,2844
2022-02-03 07:30:00+00:00,2022-02-03 16:30:00+09:00,35565.2,35586.8,35564.2,35583.8,1989
2022-02-03 08:00:00+00:00,2022-02-03 17:00:00+09:00,35582.3,35588.7,35542.3,35544.3,1910
2022-02-03 08:30:00+00:00,2022-02-03 17:30:00+09:00,35543.8,35552.9,35469.3,35486.3,1799
2022-02-03 09:00:00+00:00,2022-02-03 18:00:00+09:00,35487.1,35536.8,35477.2,35511.2,1851
2022-02-03 09:30:00+00:00,2022-02-03 18:30:00+09:00,35511.2,35523.8,35474.9,35490.8,1508
2022-02-03 10:00:00+00:00,2022-02-03 19:00:00+09:00,35489.2,35538.7,35474.2,35494.3,1742
2022-02-03 10:30:00+00:00,2022-02-03 19:30:00+09:00,35493.8,35510.7,35451.7,35508.2,1665
2022-02-03 11:00:00+00:00,2022-02-03 20:00:00+09:00,35505.2,35553.7,35489.2,35545.2,2421
2022-02-03 11:30:00+00:00,2022-02-03 20:30:00+09:00,35544.2,35605.3,35520.7,35579.8,2284
2022-02-03 12:00:00+00:00,2022-02-03 21:00:00+09:00,35580.3,35580.3,35533.7,35540.2,2372
2022-02-03 12:30:00+00:00,2022-02-03 21:30:00+09:00,35541.7,35557.3,35459.2,35463.2,3381
2022-02-03 13:00:00+00:00,2022-02-03 22:00:00+09:00,35461.6,35531.2,35444.2,35496.2,3180
2022-02-03 13:30:00+00:00,2022-02-03 22:30:00+09:00,35495.2,35532.7,35261.8,35292.3,6951
2022-02-03 14:00:00+00:00,2022-02-03 23:00:00+09:00,35290.3,35400.7,35281.2,35368.2,6372
2022-02-03 14:30:00+00:00,2022-02-03 23:30:00+09:00,35368.2,35431.8,35355.2,35390.8,6007
2022-02-03 15:00:00+00:00,2022-02-04 00:00:00+09:00,35389.7,35438.7,35350.2,35381.3,5479
2022-02-03 15:30:00+00:00,2022-02-04 00:30:00+09:00,35381.8,35397.8,35314.8,35316.8,5296
2022-02-03 16:00:00+00:00,2022-02-04 01:00:00+09:00,35316.6,35342.7,35269.2,35322.8,5371
2022-02-03 16:30:00+00:00,2022-02-04 01:30:00+09:00,35321.8,35359.7,35261.3,35301.8,5044
2022-02-03 17:00:00+00:00,2022-02-04 02:00:00+09:00,35300.8,35318.8,35243.7,35303.3,4996
2022-02-03 17:30:00+00:00,2022-02-04 02:30:00+09:00,35303.8,35353.3,35303.3,35346.4,4379
2022-02-03 18:00:00+00:00,2022-02-04 03:00:00+09:00,35344.9,35385.7,35287.8,35303.3,4591
2022-02-03 18:30:00+00:00,2022-02-04 03:30:00+09:00,35302.8,35303.8,35176.8,35221.3,5140
2022-02-03 19:00:00+00:00,2022-02-04 04:00:00+09:00,35219.2,35272.7,35164.7,35235.3,5462
2022-02-03 19:30:00+00:00,2022-02-04 04:30:00+09:00,35235.8,35235.8,35065.7,35110.2,6048
2022-02-03 20:00:00+00:00,2022-02-04 05:00:00+09:00,35114.7,35235.0,35094.7,35218.5,4157
2022-02-03 20:30:00+00:00,2022-02-04 05:30:00+09:00,35218.0,35287.0,35211.5,35267.5,1226
2022-02-03 22:00:00+00:00,2022-02-04 07:00:00+09:00,35224.8,35308.3,35224.8,35283.3,1616
2022-02-03 22:30:00+00:00,2022-02-04 07:30:00+09:00,35280.8,35315.3,35276.8,35283.8,1181
2022-02-03 23:00:00+00:00,2022-02-04 08:00:00+09:00,35285.3,35318.3,35271.8,35296.3,1830
2022-02-03 23:30:00+00:00,2022-02-04 08:30:00+09:00,35294.8,35300.3,35264.3,35273.3,1535
2022-02-04 00:00:00+00:00,2022-02-04 09:00:00+09:00,35273.8,35277.3,35215.3,35235.8,1867
2022-02-04 00:30:00+00:00,2022-02-04 09:30:00+09:00,35234.8,35247.8,35183.3,35202.8,1892
2022-02-04 01:00:00+00:00,2022-02-04 10:00:00+09:00,35205.3,35255.9,35199.3,35248.6,1383
2022-02-04 01:30:00+00:00,2022-02-04 10:30:00+09:00,35249.1,35258.0,35237.2,35238.2,989
2022-02-04 02:00:00+00:00,2022-02-04 11:00:00+09:00,35239.2,35263.0,35229.7,35251.1,866
2022-02-04 02:30:00+00:00,2022-02-04 11:30:00+09:00,35249.6,35260.0,35237.9,35256.5,903
2022-02-04 03:00:00+00:00,2022-02-04 12:00:00+09:00,35256.0,35288.0,35255.5,35275.7,960
2022-02-04 03:30:00+00:00,2022-02-04 12:30:00+09:00,35276.7,35296.2,35275.8,35290.2,745
2022-02-04 04:00:00+00:00,2022-02-04 13:00:00+09:00,35289.7,35321.9,35289.7,35298.5,1204
2022-02-04 04:30:00+00:00,2022-02-04 13:30:00+09:00,35300.0,35316.0,35288.2,35311.9,873
2022-02-04 05:00:00+00:00,2022-02-04 14:00:00+09:00,35313.9,35318.7,35296.9,35304.9,855
2022-02-04 05:30:00+00:00,2022-02-04 14:30:00+09:00,35305.4,35330.4,35298.9,35317.4,836
2022-02-04 06:00:00+00:00,2022-02-04 15:00:00+09:00,35316.4,35327.0,35277.0,35284.7,1503
2022-02-04 06:30:00+00:00,2022-02-04 15:30:00+09:00,35284.2,35305.1,35258.0,35280.0,1807
2022-02-04 07:00:00+00:00,2022-02-04 16:00:00+09:00,35277.5,35327.5,35234.0,35235.0,3093
2022-02-04 07:30:00+00:00,2022-02-04 16:30:00+09:00,35236.0,35253.0,35174.0,35204.0,2849
2022-02-04 08:00:00+00:00,2022-02-04 17:00:00+09:00,35204.4,35237.0,35175.0,35202.0,2500
2022-02-04 08:30:00+00:00,2022-02-04 17:30:00+09:00,35201.5,35234.0,35184.6,35186.1,2243
2022-02-04 09:00:00+00:00,2022-02-04 18:00:00+09:00,35186.6,35187.0,35071.0,35076.0,2866
2022-02-04 09:30:00+00:00,2022-02-04 18:30:00+09:00,35077.0,35077.0,35001.1,35048.1,3437
2022-02-04 10:00:00+00:00,2022-02-04 19:00:00+09:00,35045.9,35050.0,34879.0,34956.0,3521
2022-02-04 10:30:00+00:00,2022-02-04 19:30:00+09:00,34955.5,35007.0,34903.0,34903.5,3015
2022-02-04 11:00:00+00:00,2022-02-04 20:00:00+09:00,34906.0,34980.0,34901.9,34980.0,2667
2022-02-04 11:30:00+00:00,2022-02-04 20:30:00+09:00,34979.0,35070.1,34955.0,35035.1,2428
2022-02-04 12:00:00+00:00,2022-02-04 21:00:00+09:00,35037.4,35044.0,34956.0,34978.0,2638
2022-02-04 12:30:00+00:00,2022-02-04 21:30:00+09:00,34978.5,34978.5,34813.1,34922.0,5353
2022-02-04 13:00:00+00:00,2022-02-04 22:00:00+09:00,34921.0,35087.0,34884.0,35039.0,3988
2022-02-04 13:30:00+00:00,2022-02-04 22:30:00+09:00,35047.0,35177.0,35001.5,35040.1,6559
2022-02-04 14:00:00+00:00,2022-02-04 23:00:00+09:00,35047.1,35143.5,34930.5,34935.0,6667
2022-02-04 14:30:00+00:00,2022-02-04 23:30:00+09:00,34937.0,34983.0,34800.1,34834.0,6695
2022-02-04 15:00:00+00:00,2022-02-05 00:00:00+09:00,34834.5,34954.5,34793.5,34924.0,6030
2022-02-04 15:30:00+00:00,2022-02-05 00:30:00+09:00,34921.0,35056.1,34913.0,34994.1,5546
2022-02-04 16:00:00+00:00,2022-02-05 01:00:00+09:00,34994.9,35063.0,34972.5,35048.0,4962
2022-02-04 16:30:00+00:00,2022-02-05 01:30:00+09:00,35050.0,35087.1,35013.5,35079.6,4429
2022-02-04 17:00:00+00:00,2022-02-05 02:00:00+09:00,35080.1,35185.0,35080.0,35132.6,4540
2022-02-04 17:30:00+00:00,2022-02-05 02:30:00+09:00,35134.6,35203.0,35122.1,35170.1,4610
2022-02-04 18:00:00+00:00,2022-02-05 03:00:00+09:00,35170.6,35182.0,35106.0,35152.6,3858
2022-02-04 18:30:00+00:00,2022-02-05 03:30:00+09:00,35153.1,35221.1,35144.1,35216.1,4238
2022-02-04 19:00:00+00:00,2022-02-05 04:00:00+09:00,35218.1,35329.5,35213.0,35292.6,4745
2022-02-04 19:30:00+00:00,2022-02-05 04:30:00+09:00,35293.6,35331.0,35083.0,35092.5,5733
2022-02-04 20:00:00+00:00,2022-02-05 05:00:00+09:00,35087.0,35117.0,35035.5,35055.3,1909
2022-02-04 20:30:00+00:00,2022-02-05 05:30:00+09:00,35054.3,35062.8,35039.8,35050.9,451
2022-02-06 22:00:00+00:00,2022-02-07 07:00:00+09:00,35127.5,35154.5,35087.5,35117.0,1508
2022-02-06 22:30:00+00:00,2022-02-07 07:30:00+09:00,35116.5,35141.5,35116.5,35133.6,816
2022-02-06 23:00:00+00:00,2022-02-07 08:00:00+09:00,35132.6,35138.5,35008.0,35062.0,2273
2022-02-06 23:30:00+00:00,2022-02-07 08:30:00+09:00,35060.5,35069.5,35014.5,35053.5,1875
2022-02-07 00:00:00+00:00,2022-02-07 09:00:00+09:00,35056.5,35091.0,35010.5,35050.5,2469
2022-02-07 00:30:00+00:00,2022-02-07 09:30:00+09:00,35049.5,35066.5,35003.0,35015.5,2055
2022-02-07 01:00:00+00:00,2022-02-07 10:00:00+09:00,35016.0,35038.5,34989.0,35000.0,1822
2022-02-07 01:30:00+00:00,2022-02-07 10:30:00+09:00,34999.5,35004.5,34933.0,34972.0,1753
2022-02-07 02:00:00+00:00,2022-02-07 11:00:00+09:00,34972.5,35005.0,34969.0,34996.5,983
2022-02-07 02:30:00+00:00,2022-02-07 11:30:00+09:00,34995.5,35041.5,34992.0,35023.0,1331
2022-02-07 03:00:00+00:00,2022-02-07 12:00:00+09:00,35022.5,35090.5,35022.0,35081.1,1142
2022-02-07 03:30:00+00:00,2022-02-07 12:30:00+09:00,35083.1,35114.2,35083.1,35092.7,921
2022-02-07 04:00:00+00:00,2022-02-07 13:00:00+09:00,35093.2,35100.6,35051.0,35054.5,1241
2022-02-07 04:30:00+00:00,2022-02-07 13:30:00+09:00,35053.5,35081.5,35051.0,35075.5,1184
2022-02-07 05:00:00+00:00,2022-02-07 14:00:00+09:00,35077.5,35094.5,35044.5,35057.5,1236
2022-02-07 05:30:00+00:00,2022-02-07 14:30:00+09:00,35058.0,35096.5,35033.0,35092.5,1137
2022-02-07 06:00:00+00:00,2022-02-07 15:00:00+09:00,35094.5,35155.1,35086.6,35121.1,1604
2022-02-07 06:30:00+00:00,2022-02-07 15:30:00+09:00,35120.1,35129.6,35063.6,35104.1,1644
2022-02-07 07:00:00+00:00,2022-02-07 16:00:00+09:00,35104.6,35128.1,34943.6,34956.1,4286
2022-02-07 07:30:00+00:00,2022-02-07 16:30:00+09:00,34953.1,35058.1,34939.6,35035.1,3558
2022-02-07 08:00:00+00:00,2022-02-07 17:00:00+09:00,35035.0,35082.1,34996.6,35020.1,3243
2022-02-07 08:30:00+00:00,2022-02-07 17:30:00+09:00,35021.1,35026.1,34937.2,34992.2,3296
2022-02-07 09:00:00+00:00,2022-02-07 18:00:00+09:00,34991.2,35037.1,34991.2,35010.1,2470
2022-02-07 09:30:00+00:00,2022-02-07 18:30:00+09:00,35009.6,35042.6,34975.2,34984.2,2556
2022-02-07 10:00:00+00:00,2022-02-07 19:00:00+09:00,34983.7,35046.6,34958.1,35032.6,2498
2022-02-07 10:30:00+00:00,2022-02-07 19:30:00+09:00,35032.1,35056.7,35011.2,35036.1,2093
2022-02-07 11:00:00+00:00,2022-02-07 20:00:00+09:00,35036.0,35144.1,35036.0,35087.1,2324
2022-02-07 11:30:00+00:00,2022-02-07 20:30:00+09:00,35087.6,35140.2,35084.6,35115.7,1965
2022-02-07 12:00:00+00:00,2022-02-07 21:00:00+09:00,35114.2,35175.6,35103.6,35150.6,2580
2022-02-07 12:30:00+00:00,2022-02-07 21:30:00+09:00,35149.1,35153.2,35113.6,35147.7,1881
2022-02-07 13:00:00+00:00,2022-02-07 22:00:00+09:00,35147.2,35158.2,35108.1,35131.6,1934
2022-02-07 13:30:00+00:00,2022-02-07 22:30:00+09:00,35139.1,35161.6,34998.1,35067.2,6833
2022-02-07 14:00:00+00:00,2022-02-07 23:00:00+09:00,35066.2,35136.6,35023.6,35130.6,6105
2022-02-07 14:30:00+00:00,2022-02-07 23:30:00+09:00,35129.6,35222.6,35108.6,35162.2,4855
2022-02-07 15:00:00+00:00,2022-02-08 00:00:00+09:00,35157.2,35180.7,35092.1,35149.2,4273
2022-02-07 15:30:00+00:00,2022-02-08 00:30:00+09:00,35150.2,35151.2,35015.1,35101.2,4161
2022-02-07 16:00:00+00:00,2022-02-08 01:00:00+09:00,35100.2,35106.1,35012.1,35021.2,3828
2022-02-07 16:30:00+00:00,2022-02-08 01:30:00+09:00,35020.2,35072.2,34989.7,35049.3,3779
2022-02-07 17:00:00+00:00,2022-02-08 02:00:00+09:00,35050.2,35174.2,35038.6,35168.2,3475
2022-02-07 17:30:00+00:00,2022-02-08 02:30:00+09:00,35169.2,35217.3,35148.2,35203.7,3067
2022-02-07 18:00:00+00:00,2022-02-08 03:00:00+09:00,35204.2,35272.7,35172.7,35272.2,3250
2022-02-07 18:30:00+00:00,2022-02-08 03:30:00+09:00,35271.2,35289.3,35247.7,35270.8,3343
2022-02-07 19:00:00+00:00,2022-02-08 04:00:00+09:00,35270.3,35325.6,35205.1,35214.1,4016
